num,country,description,designation,points,price,region_1,region_2,title,variety,winery,lat,lng
56956,Australia,"You may have to scour the country to secure some of this (only 14 cases were imported), but this is a treasure worth the search. It's full bodied without seeming overly rich or heavy, framing the lush notes of dark berries, grilled meat, mint and licorice with supple tannins. Spice-driven flavors linger elegantly on the lengthy finish. It's delicious now, but should age gracefully through 2030.",Andelmonde,97,95,Barossa Valley,,Standish 2012 Andelmonde Shiraz (Barossa Valley),Shiraz,Standish,-34.464982,139.031022
56957,Australia,"Thorn Clarke has taken its Shiraz to a new level with this single-vineyard wine, bottled only in exceptional vintages. The 100% new American oak gives this a classic Barossa profile, starting with vanilla, cedar and maple syrup-like notes and flowing seamlessly through ripe blackberry and plum flavors. It's full bodied, lush and creamy in texture, with a long, velvety finish. Drink now–2025, possibly beyond.",Ron Thorn Single Vineyard,96,89,Barossa,,Thorn Clarke 2012 Ron Thorn Single Vineyard Shiraz (Barossa),Shiraz,Thorn Clarke,-34.502639,139.077086
56959,Australia,"Is this the Yin to Grange's Yang? The wines are completely different, yet almost always destined to be discussed together. The 2010 HoG is aromatic and bright, with raspberry and cranberry fruit notes, hints of mint and a pinch of peppery spice. It's full-bodied, but with elegant, supple tannins that ease gently into a long, crisp finish. Drink now–2030.",Hill of Grace,96,820,Eden Valley,,Henschke 2010 Hill of Grace Shiraz (Eden Valley),Shiraz,Henschke,-34.520867,139.149159
56963,US,"This is the small-production, flagship wine from the Sierra region's best producer of Rhône-style wines. Lovely, spicy, floral aromas and generous, complex and layered flavors make the wine irresistible, while its strong but velvety texture sets it up for a long life in the cellar for those who can resist. It smells lightly oaky, like a cigar box and cocoa, tastes deep and focused on blackberry, pomegranate and dark chocolate. The mouthfeel is both rich and a bit reserved. Best to drink from 2020 to 2030.",Ascent,96,90,Sierra Foothills,Sierra Foothills,Terre Rouge 2013 Ascent Syrah (Sierra Foothills),Syrah,Terre Rouge,38.5203975,-120.8238467
57006,Australia,"Long a steak house staple, Kangarilla Road's Shiraz mixes dark berries and plums with touches of cedar, caramel and vanilla. The creamy-textured tannins pick up just enough dustiness on the finish to match well with fatty cuts, like ribeyes. Drink now-2015.",,88,23,McLaren Vale,,Kangarilla Road 2007 Shiraz (McLaren Vale),Shiraz,Kangarilla Road,-35.2096978,138.6066107
57073,US,"Driven by vivid blackberry and black cherry flavors, this medium-bodied wine tastes pure, concentrated, and true to the grape variety. It has mild tannins, fresh acidity and an appealing sense of balance.",Estate,89,35,Livermore Valley,Central Coast,Las Positas 2012 Estate Syrah (Livermore Valley),Syrah,Las Positas,37.6458024,-121.7704979
57141,Italy,"asygoing and well-priced, this Sicilian Shiraz delivers spice, ginger and tobacco. It is crisp and lean and offers bright fruit flavors.",,86,10,Sicilia,,MandraRossa 2006 Shiraz (Sicilia),Shiraz,MandraRossa,37.59389,12.972897
57193,US,"Too sweet for balance, with sugary flavors of blackberry and cherry jam. The sweetness accentuates the tannins, making them more astringent and rustic than they really are.",,83,25,Amador County,Sierra Foothills,Renwood 2004 Syrah (Amador County),Syrah,Renwood,38.5417521,-120.7950854
57258,US,"Shows little of the structure or finesse you expect from a Santa Maria wine. Instead, it's soft and fruity to the point of overripe, with jammy berry and pepper flavors that veer into stewed prunes.",,83,35,Santa Maria Valley,Central Coast,Presqu'ile 2008 Syrah (Santa Maria Valley),Syrah,Presqu'ile,34.8538029,-120.3710817
57334,South Africa,"There's an herbal streak to the berry center of this wine, with just the faintest suggestion of mocha that unfolds on the finish. The texture is full and slightly creamy, with dusty tannins providing enough structure and balance.",,85,10,,,Excelsior 2010 Syrah (Robertson),Syrah,Excelsior,39.364368,-94.223396
57391,US,"Coming from three different blocks of the winery's estate vineyard, it brings notes of cherry cola, peppery spices and medicine cabinet. The fruit flavors are quite ripe and lush, with the use of one year-old French oak putting the fruit front and center.",Jet Black Destiny Ridge Vineyard,88,25,Horse Heaven Hills,Columbia Valley,Alexandria Nicole 2011 Jet Black Destiny Ridge Vineyard Syrah (Horse Heaven Hills),Syrah,Alexandria Nicole,46.2188788,-119.7287426
57432,US,"Hello alcohol and black cherry liqueur. A nicely made and compelling Syrah this is, although the alcohol is intense. The wine has mighty tannins and is very fruity, with an added note of black licorice. The peppery finish will make you want more.",,88,23,Calaveras County,Sierra Foothills,Chatom Vineyards 2008 Syrah (Calaveras County),Syrah,Chatom Vineyards,38.108317,-120.461129
57443,Italy,"This Syrah opens with aromas of scorched earth, ripe black-skinned fruit, game and dark cooking spice. The dense palate offers blackberry, black currant, licorice and tobacco alongside firm but fine-grained tannins.",Perenzo,90,65,Maremma Toscana,,Fattoria di Magliano 2011 Perenzo  (Maremma Toscana),Syrah,Fattoria di Magliano,42.6171672,11.3298069
57456,US,"This 100% varietal comes from StoneTree and Red Heaven vineyards. Fruit-forward, it suggests blueberry pie with barrel notes of pencil lead and vanilla. It's full bodied and supple in feel with abundant blue-fruit flavors and smoked-meat accents on the warm, lingering finish.",Rachis,90,53,Columbia Valley (WA),Columbia Valley,Dusted Valley 2012 Rachis Syrah (Columbia Valley (WA)),Syrah,Dusted Valley,46.0243322,-118.3512597
57619,South Africa,"Winemaker: Carl Schultz. Plush, saucy red and black berry fruit takes centerstage on the nose of this plush, ripe Shiraz. Waves of vanilla and sweet spice add depth and decadence, continuing through the palate and medium-length finish. The palate is smooth and surprisingly accessible, with medium tannins lending ample grip and structure. Well balanced and enjoyable now, drink through 2022.",Cape Winemakers Guild CWG Auction,91,,,,Hartenberg 2014 Cape Winemakers Guild CWG Auction Shiraz (Stellenbosch),Shiraz,Hartenberg,-33.89833,18.79154
57623,South Africa,"Winemaker: Marc Kent. A blend of Syrah from Kent's Porseleinberg's Vineyard and an old Stellenbosch vineyard, this is a gripping and young Syrah, begging for some time to mature. Initially, aromas of church incense, fruit cake, licorice and fynbos lead the bouquet, with ripe black cherry and berry fruit at the core. It's rich and robust, with aggressive tannins that lend a gripping texture to the mouthfeel and a bittersweet cocoa astringency to the finish, alongside notes of char and black olive. Drink 2021–2026.",Cape Winemakers Guild Auction Reserve,91,,,,Boekenhoutskloof 2015 Cape Winemakers Guild Auction Reserve Syrah (Coastal Region),Syrah,Boekenhoutskloof,-33.9425804,19.1080145
57637,US,"Displaying exceptional single grape/single vineyard particularity, this tight and focused wine delivers pinpoint flavors of berries, berries and more berries. Light streaks of cola, earth and baking spices bring further complexity and interest. Drink now or cellar through 2024.",Ciel du Cheval Vineyard,92,40,Red Mountain,Columbia Valley,Tamarack Cellars 2010 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,Tamarack Cellars,46.0913232,-118.2721807
57708,South Africa,"Ripe, rich and overall yummy, this Syrah offers bright notes of red plum and cherry laced with a touch of gaminess and soft foliage. The medium-weight mouthfeel boasts fine tannins and prominent acidity that provides a nice lift to the long, spicy finish.",The Ridge,90,23,,,Graham Beck 2008 The Ridge Syrah (Robertson),Syrah,Graham Beck,35.949492,-78.988831
57712,US,"Brooding aromas of fresh herb, flowers, plum and piercingly pure red fruit lead to an elegant pillowy palate. It shows an impeccable sense of balance along with a lingering finish.",Lagniappe,92,60,Columbia Valley (WA),Columbia Valley,Gramercy 2014 Lagniappe Syrah (Columbia Valley (WA)),Syrah,Gramercy,46.0670236,-118.35699
57731,US,"A crazy-good combo of lavender, espresso and baking spice flavors make this full-bodied wine fascinating to taste. It's deeply colored, aromatic and tannic, but not heavy. The wine has a vivid stamp of spicy oak, with enough lavish blackberry and black cherry behind it for balance.",,91,28,El Dorado,Sierra Foothills,Skinner 2013 Syrah (El Dorado),Syrah,Skinner,38.588044,-120.6630166
57781,US,"Michael David makes bombastically huge wines, but here they've mastered the style, making a black-as-night Syrah true to it's roots, with flavors of dark red fruit, bacon and toast, with a wall of vanilla and oak. It's juicy, jammy and surprisingly well integrated, a wine that's ready to drink now, preferably with a sizzling tri-tip.",Sixth Sense Syrah,88,16,Lodi,Central Valley,Michael David 2010 Sixth Sense Syrah Syrah (Lodi),Syrah,Michael David,38.1157776,-121.3719307
57792,US,"Smelling of pure Syrah, annotated with rock and white pepper, this is graceful, muscular and compact. The wild blueberry fruit is not too sweet and has a clean, resonant finish. It still needs time to knit together and bring the barrel flavors into focus.",Loess,90,40,Walla Walla Valley (WA),Columbia Valley,Waters 2005 Loess Syrah (Walla Walla Valley (WA)),Syrah,Waters,46.0155439,-118.387295
57797,US,"This is reminiscent of the best Glen Fiona Syrahs from the Rusty Figgins era. It's 100% varietal from the Lonesome Springs Vineyard, quite dark and spicy with sweet berry fruit. Consistent stylistically with the other releases from Michael Florentino Cellars, this adds interesting details of white pepper and baking spices. Forward, fleshy, appealing, delicious and well-made.",,90,32,Columbia Valley (WA),Columbia Valley,Michael Florentino Cellars 2005 Syrah (Columbia Valley (WA)),Syrah,Michael Florentino Cellars,47.7694705,-122.1512673
57876,US,"Tannic on the entry, this wine evolves softly into balanced overtones of leather and cherry, representing the more restrained and elegant side of Syrah that's possible in cooler pockets of the Russian River Valley when the grapes are put in good hands. A peppery bite to the finish adds intrigue.",,93,40,Russian River Valley,Sonoma,Chasseur 2012 Syrah (Russian River Valley),Syrah,Chasseur,38.4242157,-122.8484378
57891,US,"Ripe black cherries get aromatic lift from sagebrush and thyme on this wine that Doug Margerum makes from the fruit of his friend, Reo Reiswig. There is an immediate zing of acidity, with red and purple fruit flavors that bounce between raspberry and blueberry while also picking up mocha, herbs and leather along the way. A very dynamic wine.",Colson Canyon Vineyard,93,36,Santa Barbara County,Central Coast,Margerum 2012 Colson Canyon Vineyard Syrah (Santa Barbara County),Syrah,Margerum,34.611136,-120.202758
57927,Chile,"Solid, deep and earthy smelling, with cola, mushroom, violet and tree bark aromas. The palate is smooth and balanced, with dark berry, baked plum, chocolate and spice flavors. Dry, foresty and healthy as can be on the finish. Exemplary for the price.",Gran Reserva,90,15,,,Morandé 2008 Gran Reserva Syrah (Maule Valley),Syrah,Morandé,-33.4044664,-70.5726791
57998,US,"Seeing only neutral French oak, reserved but intriguing aromas of dark raspberry, herb and plum are followed by well-constructed dark-fruit flavors. It's equal parts intrigue and delivery.",Roskamp VIneyard Block Two,90,50,Snipes Mountain,Columbia Valley,Co Dinn 2014 Roskamp VIneyard Block Two Syrah (Snipes Mountain),Syrah,Co Dinn,46.3211401,-120.014072
57999,US,"Brooding aromas of huckleberry, braised meat, flower and mineral lead to a full-bodied palate, rich with blue and purple fruit flavors that possess a supple seamless feel and a lengthy finish.",Component Collection Estate Vineyard,90,85,Red Mountain,Columbia Valley,Col Solare 2014 Component Collection Estate Vineyard Syrah (Red Mountain),Syrah,Col Solare,46.285834,-119.4309828
58016,US,"Concentrated, jammy fruit flavors meet full body and sturdy tannins in this well-made wine. It has a large presence due to alcoholic strength and the ripe spectrum of its fruit flavors, which includes raisin, black cherry and dried fig. Yet, tannins and acidity provide a firm texture that keeps it feeling balanced.",Estate,90,38,Livermore Valley,Central Coast,Dante Robere 2014 Estate Syrah (Livermore Valley),Syrah,Dante Robere,37.6456844,-121.7821115
58030,Australia,"This medium-bodied shiraz is remarkably fresh and vibrant, deftly blending maple syrup and smoke with red berries, then easing into a firm, dusty finish. Drink now–2025.",The McRae Wood,90,52,Clare Valley,,Jim Barry 2013 The McRae Wood Shiraz (Clare Valley),Shiraz,Jim Barry,-33.8186546,138.5969174
58048,US,"This distinctive offering is light in color, with aromas of rose petals, red raspberries and minerals. It's supple and elegant in feel, all about purity of expression as it dances lightly on the palate.",Fred Estate,91,45,Walla Walla Valley (WA),Columbia Valley,àMaurice 2012 Fred Estate Syrah (Walla Walla Valley (WA)),Syrah,àMaurice,46.0872307,-118.2018023
58072,Italy,"This Syrah opens with ripe, pulpy fruit and rich aromas of red cherry, blackberry, spice and crushed black pepper. There are touches of smoke and barbecue on the finish.",,89,17,Sicilia,,Feudo Principi di Butera 2010 Syrah (Sicilia),Syrah,Feudo Principi di Butera,37.2171809,14.0626847
58114,US,Brooding aromas of cranberry and mulberry lead to rich fruit and mineral flavors that show exquisite balance and a lengthy finish. It's rare to find a Rocks District wine so fruit filled—a real treat. Best before 2020.,River Rock,92,45,Walla Walla Valley (WA),Columbia Valley,K Vintners 2012 River Rock Syrah (Walla Walla Valley (WA)),Syrah,K Vintners,46.0854763,-118.2503954
58118,US,"Leveled by 4% Grenache, this Syrah, which is made in Paso's Tin City district, is rich and lush on the nose. Black cherries and lavender-chocolate truffle are lifted aromatically by herbes du provence. The black-fruit-laden palate is dense with blueberries, maple syrup, dark caramel and touch of black peppercorn.",Buxom,92,50,Paso Robles,Central Coast,Nicora 2013 Buxom Syrah (Paso Robles),Syrah,Nicora,35.576625,-120.689007
58140,US,"This single -vineyard Syrah, from an AVA known for doing especially well with that grape, has a lightly meaty varietal character with accents of earth and tobacco. The core of cherry fruit holds up through a medium-length finish.",Terroir Series Fries Vineyard,88,,Wahluke Slope,Columbia Valley,Hogue 2007 Terroir Series Fries Vineyard Syrah (Wahluke Slope),Syrah,Hogue,46.2183475,-119.7312089
58205,Australia,"Loaded with smoke, hickory and vanilla, this definitely shows plenty of oak, but there's also plenty of fruit to balance the ledger. Cola and blackberry flavors pick up a slightly tart edge on the long, finely textured finish.",Cellar No. One Reserve,91,65,McLaren Vale,,Chateau Reynella 2004 Cellar No. One Reserve Shiraz (McLaren Vale),Shiraz,Chateau Reynella,-35.093691,138.5451478
58210,US,"Dark, sappy and syrupy, this jet-black, 100% Syrah mixes superconcentrated raspberry compote with espresso, smoke and hints of pepper bacon. There is nothing shy here, but the wine is authoritative and splashy, a Syrah that does not taste like all the other Syrahs made in Washington. Despite alcohol levels just under 15% the wine keeps its shape and its detail, and the tannins are smooth and polished. A fine effort from winemaker Bill Owen.",Dineen Vineyard,91,42,Yakima Valley,Columbia Valley,OS Winery 2005 Dineen Vineyard Syrah (Yakima Valley),Syrah,OS Winery,47.5542808,-122.3299616
58212,Australia,"The cool Coonawarra region can produce Shiraz with more elegance and complexity than is seen in hot regions, and this is a fine example, balancing ample weight with juicy acidity. Toasty oak frames flavors of cassis and mint, blackberry and spice. Drink this great value from now–2020.",Hyland,91,20,Coonawarra,,Penley Estate 2005 Hyland Shiraz (Coonawarra),Shiraz,Penley Estate,-37.277994,140.854686
58214,New Zealand,"Syrah is quickly gaining popularity in Hawke's Bay and this is a good example why. Reminiscent of a Crozes-Hermitage, this wine's meaty, peppery aromas and blackberry-boysenberry fruit aren't overpowering, just nicely balanced and very drinkable over the near term.",Gimblett Road,90,19,,,CJ Pask 2005 Gimblett Road Syrah (Hawke's Bay),Syrah,CJ Pask,-39.6159471,176.8102507
58219,US,"Front-loaded with rich, ripe fruit and smooth tannins, this Syrah shows an elegant complexity that makes it a good companion now for upscale fare. The blackberry, cherry, cassis, plum, licorice and mocha flavors have an exotic, spicy edge.",High Slopes,90,35,Sierra Foothills,Sierra Foothills,Domaine de la Terre Rouge 2005 High Slopes Syrah (Sierra Foothills),Syrah,Domaine de la Terre Rouge,38.5203975,-120.8238467
58355,US,"Winemaker Matthias Pippig brings Syrah to a whole new level with this stunningly dramatic bottling. Don't worry about the California appellation, a peculiarity of the winery's ownership. It's made entirely from Santa Barbara grapes, namely from Watch Hill in Los Alamos and Bien Nacido in Santa Maria Valley. The intensity of fruit defies description. It suggests enormous blackberry and creamy-sweet chocolate, larded with bacon and sprinkled with black pepper—and that doesn't even begin to describe the toasty sweetness of the 100% new oak barrels. This is the best California Syrah of the vintage, and one of the greatest Syrahs the state has ever produced. This opulence comes at a cost, however: The alcohol is high.",Six White Horses,97,75,California,California Other,Sanguis 2009 Six White Horses Syrah (California),Syrah,Sanguis,34.4207573,-119.679361
58363,US,"If the first duty of a wine is to be delicious, this tiny production bottling succeeds beyond all measure. The Black Bear Block is almost always Zaca Mesa's best Syrah among its many releases, and so it is again in 2009. Take one sip and you're dazzled by the refined tannins, dryness and complexity of flavors: blackberry, cassis, plum sauce, mocha, bacon, smoky oak, white pepper, chamomile tea and licorice. What's harder to express is the sheer pleasure of the mouthfeel. This is an exciting Syrah, and may just be at the beginning of a long journey. Drink now and for many years as it slowly changes.",Black Bear Block Estate Grown and Bottled,96,60,Santa Ynez Valley,Central Coast,Zaca Mesa 2009 Black Bear Block Estate Grown and Bottled Syrah (Santa Ynez Valley),Syrah,Zaca Mesa,34.7720598,-120.1332689
58432,US,"Here's a big, lusty Syrah, unapologetic for its lush, ripe flavors and easy deliciousness. It's so fruity in cherries, blackberries, cola and dark chocolate, it's almost a dessert wine, except that it finishes dry.",Estate,87,32,Dry Creek Valley,Sonoma,Everett Ridge 2008 Estate Syrah (Dry Creek Valley),Syrah,Everett Ridge,38.6106699,-122.8921192
58468,US,"Black as coal, with a heavy, smoky, meaty nose, this is one of a growing number of excellent biodynamic Syrahs from Oregon. It marries tangy acids to chewy red and blue fruits, with streaks of coffee liqueur and caramel latté. Half was whole-cluster fermented, and it all spent time in 50% new French oak.",Reserve,92,75,Applegate Valley,Southern Oregon,Cowhorn 2013 Reserve Syrah (Applegate Valley),Syrah,Cowhorn,42.153753,-123.046164
58475,US,"Opaque and almost black in the glass, this young bottling shows savory aromas of roasted meat, crushed slate, dark chocolate, fresh thyme and green peppercorns. Ripe black fruit flavors leap from the glass, bringing layers of thyme, pepper and Indian spice, all framed by bright acidity. Ready to enjoy now.",,92,28,Santa Barbara County,Central Coast,Tensley 2015 Syrah (Santa Barbara County),Syrah,Tensley,34.665687,-120.114703
58481,US,"From a pocket of Sonoma County becoming known for quality Syrah, this wine is dense in jammy strawberry and blackberry flavors, with powerful espresso and compost notes—a celebration that's equal parts fruit and earth. Its expansive tannins suggest it will benefit from cellaring; enjoy 2020–2024.",Moaveni Vineyard,92,47,Bennett Valley,Sonoma,MacLaren 2014 Moaveni Vineyard Syrah (Bennett Valley),Syrah,MacLaren,38.4278115,-122.555768
58519,US,"Squeezed boysenberry, smoked beef, thyme, lavender and even rosemary show on the nose of this fresh and smoky bottling from a lesser-known appellation. The savory qualities invade the palate, where dried herbs, soy and smoked meat hang on a backbone of dense berry fruit and slightly chunky tannins, finishing with crushed mint.",Mesa Del Sol,92,30,Arroyo Seco,Central Coast,DeTierra Vineyards 2013 Mesa Del Sol Syrah (Arroyo Seco),Syrah,DeTierra Vineyards,36.5566571,-121.920859
58535,US,"Also sourced from the McKinley Springs vineyard in Washington's Horse Heaven Hills AVA, this is the regular Syrah compared with the Opulence, the reserve. The wines are clearly differentiated, the Envy showing rougher edges, tougher tannins and a more tannic, earthy character. There's a strong herbal streak also; this wine definitely needs hearty foods to complement it.",Envy,87,32,Washington,Washington Other,Coeur d'Alene 2006 Envy Syrah (Washington),Syrah,Coeur d'Alene,47.712147,-116.799609
58559,Australia,"Starts with aromas of clove, coffee and black olive, then adds brighter flavors of red berries on the palate before picking up some tea-like notes and a hint of chocolate on the finish. This medium-bodied Shiraz should prove versatile at the table.",,85,14,South Eastern Australia,,Nugan Family Estates 2005 Shiraz (South Eastern Australia),Shiraz,Nugan Family Estates,-34.4347629,146.0432394
58561,South Africa,"Earthy tobacco, smoke and spice on the nose and a fruit-forward palate make this expressive Shiraz an attractive cohort to smoked meat dishes and cheese assortments. The wine has a backbone of toasted oak and a smooth character.",,85,27,,,Rudera 2004 Syrah (Stellenbosch),Syrah,Rudera,-33.9408852,18.9038204
58568,South Africa,"This traditional Shiraz displays aromas of prune and toasted spice, followed by flavors of cheerful cherry and vanilla. Though young, the wine has a balanced, silky texture and good finish.",,85,27,,,Bilton 2004 Shiraz (Stellenbosch),Shiraz,Bilton,-33.997711,18.84966
58571,US,"I sense some sappy black cherry fruit in here, but it's buried in heavily-toasted barrels and a reductive, plastic flavor that takes over and won't let go. If you give it plenty of extra air time it smoothes out slightly.",Reserve,85,20,Rogue Valley,Southern Oregon,Silvan Ridge 2005 Reserve Syrah (Rogue Valley),Syrah,Silvan Ridge,43.9569919,-123.2644798
58575,US,"Softly direct in fruity concentration, this easy-drinking Syrah has powerfully ripe flavors of red cherry jam, red currants, milk chocolate and pepper spice. It tastes a little sugary sweet through the finish. Drink now.",Estate,85,40,Santa Ynez Valley,Central Coast,Bridlewood 2005 Estate Syrah (Santa Ynez Valley),Syrah,Bridlewood,34.6502451,-120.0830196
58587,France,"A plain jane nose of woods and garrigue adds some juicy, surprisingly dense fruit in the mouth along with plush tannins. The moderate finish is cassis-infused. Try with spare ribs.",,85,10,Vin de Pays d'Oc,,Les Jamelles 2006 Syrah (Vin de Pays d'Oc),Syrah,Les Jamelles,35.949492,-78.988831
58593,US,"The grapes don't have any sweetness or concentration, and the wine comes off a bit dull. A suggestion of boysenberry is quickly overtaken by flavors of stem, bark and earth.",,85,32,Washington,Washington Other,Merry Cellars 2006 Syrah (Washington),Syrah,Merry Cellars,46.751319,-117.1565068
58606,US,"This is a sumptuous, delicious Syrah, marked by very ripe fruit, but also by a wonderfully complex balance. Fully dry, it's packed with blackberry pie filling, cola, licorice, mushu plum sauce, mocha and pepper flavors, with a distinct note of grilled meat. Drink through 2010 for its youthful beauty.",,93,34,Santa Ynez Valley,Central Coast,Dierberg 2005 Syrah (Santa Ynez Valley),Syrah,Dierberg,34.6433832,-120.285428
58611,US,"This '05 is rich and firm in tannins, with black currant, orange rind, grilled meat bone, licorice and dry chocolate flavors that have a powerful edge of crushed black peppercorn. Wonderful and elegant now, it should develop for the next six years.",Handal Family Vineyard,93,35,Alexander Valley,Sonoma,Manzanita Creek 2005 Handal Family Vineyard Syrah (Alexander Valley),Syrah,Manzanita Creek,38.6300959,-122.8771492
58617,Australia,"This is the sort of Shiraz that forces tasters to re-examine their view of the variety as produced in Australia. It starts off with powerful aromas of cracked pepper and floral notes evocative of violets, then delivers explosively spicy flavors of pepper and licorice cushioned by ripe blackberries and a rich, supple texture. It's the best of New and Old Worlds. Drink 2010–2020 plus. Imported by USA Wine West.",Isolation Ridge Vineyard,93,30,Frankland River,,Frankland Estate 2004 Isolation Ridge Vineyard Shiraz (Frankland River),Shiraz,Frankland Estate,-34.4628714,117.013378
58705,US,"Hard in tannins, with a baked, pie-filling quality to the blackberry and black cherry fruit, this bone-dry Syrah is made for drinking now with robust foods, like burgers or lasagna.",England Crest,83,18,Sonoma Valley,Sonoma,Wellington 2005 England Crest Syrah (Sonoma Valley),Syrah,Wellington,38.3884178,-122.5280014
58723,US,"Closed and muted on the nose at first, this wine shows varietal scents that include blue and red berry fruit and dried sage. Softly textured, it's an approachable middle-of-the-road Syrah.",Estate Grown,86,35,Carneros,Napa-Sonoma,Broadway Vineyards 2013 Estate Grown Syrah (Carneros),Syrah,Broadway Vineyards,38.2636128,-122.4606322
58737,US,"The aromas are redolent with notes of blueberry and boysenberry syrup, along with dried herbs providing accents. The palate is full bodied with rich fruit flavors backed by lightly grainy tannins. The finish lingers.",Estate Grown Seven Hills Vineyard,91,37,Walla Walla Valley (WA),Columbia Valley,L'Ecole No. 41 2013 Estate Grown Seven Hills Vineyard Syrah (Walla Walla Valley (WA)),Syrah,L'Ecole No. 41,46.0568338,-118.5813226
58746,US,"The aromas are light, with mineral, crushed flowers, savory notes, smoked meat, black pepper and embers. The palate is restrained and pretty in style, showing a sense of balance that runs from head to tail, with plenty of length on the finish.",The Contender Estate In the Rocks Vineyard,91,85,Walla Walla Valley (WA),Columbia Valley,Reynvaan Family Vineyards 2013 The Contender Estate In the Rocks Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Reynvaan Family Vineyards,46.0130594,-118.2284574
58762,US,"A blend of fruit from Boushey (70%) and Olsen vineyards, this wine offers subdued aromas of red fruit, coffee, herb and iron. The flavors are generous and full, coating the palate from end to end, with a velvety texture heightening the appeal.",Darkness,91,62,Yakima Valley,Columbia Valley,Sparkman 2013 Darkness Syrah (Yakima Valley),Syrah,Sparkman,47.7347962,-122.1486185
58769,France,"The least expensive Saint-Joseph from LVV is this attractively tarry, smoky offering. It offers exciting complexity, marrying herbal, savory notes of black olive, smoke and wood ash with just enough blackberry and raspberry fruit while remaining medium bodied and almost delicate on the palate. Drink now–2018.",,91,37,Saint-Joseph,,Les Vins de Vienne 2011  Saint-Joseph,Syrah,Les Vins de Vienne,45.4320509,4.7527245
58810,US,"Real Syrah character pervades this dry, full-bodied red wine. It has flavors of blackberries, mulberries, charred meat and black pepper, wrapped into firm tannins. This is a great price for such a versatile, food-friendly wine.",,86,10,California,California Other,Montpellier 2012 Syrah (California),Syrah,Montpellier,43.5878952,3.8463409
58829,US,"The majority of the grapes for this lithe, elegant wine come from the Zio Tony Vineyard, with the remainder from Red Car Estate. Cool-climate in its high-toned acidity and delicate features of rose and lavender, it's smooth, soft and vibrantly shaken with white pepper, a classic call-out to the Northern Rhône.",,91,38,Sonoma Coast,Sonoma,Red Car 2011 Syrah (Sonoma Coast),Syrah,Red Car,38.437183,-122.85873
58946,Chile,"Rubbery, somewhat funky aromas shift toward iodine and stewed blackberry. A dense palate houses rubbery tannins that are short on structure. Baked blackberry, plum and cassis flavors finish toasty, herbal, leathery and salty.",Corralillo,88,28,,,Matetic 2013 Corralillo Syrah (San Antonio),Syrah,Matetic,-33.478617,-71.4768974
58948,Spain,"Smoky aromas of campfire and clove are blended with high-toned black-fruit scents draped in additional toasty oak. An energetic palate brings its share of resiny, heavy oak, while dark-berry flavors come with woody, toasty, charred accents that suggest clove and black pepper.",PdM Moncayo,88,24,Campo de Borja,,Pagos del Moncayo 2013 PdM Moncayo Syrah (Campo de Borja),Syrah,Pagos del Moncayo,41.8295019,-1.6814776
58974,US,"The sophisticated southern Rhône-style blend includes Viognier, Grenache and Mourvèdre, sourced from vineyards in Walla Walla, Yakima Valley, and the Horse Heaven Hills. It's smooth and sexy, with a satiny presence in the mouth. The purple plum and berry fruit flavors are matched to lightly grainy tannins, with streaks of cocoa and earth.",,90,28,Columbia Valley (WA),Columbia Valley,Tulpen 2009 Syrah (Columbia Valley (WA)),Syrah,Tulpen,46.0291551,-118.3353139
58977,US,"This subtle, graceful Syrah acknowledges the cool vintage and takes full advantage of what it has to offer. It's based upon elegantly-layered citrus and sappy berry fruit flavors, with just a delicate hint of clean earth.",,90,35,Columbia Valley (WA),Columbia Valley,Dunham 2010 Syrah (Columbia Valley (WA)),Syrah,Dunham,46.089097,-118.2783669
59043,Argentina,"Initially this smells earthy and rubbery, but with airing it shows roasted dark-berry aromas mixed with horsey leather. The palate is full, tannic and scratchy, with black-fruit flavors, pepper, toast and herbal notes. Toast and coffee flavors are found on a hard, tannic finish. Tasted twice with mixed results.",Reserve,85,15,Mendoza,,Caligiore 2012 Reserve Syrah (Mendoza),Syrah,Caligiore,-33.1996306,-68.9003373
59134,US,"Sharp acidity accentuates the tannins in this aggressive, dry Syrah, giving the blackberry and cherry flavors a jamminess that suggests pie filling. The official alcohol is amazingly low at 12.4%.",Que Syrah Vineyard,85,35,Sonoma Coast,Sonoma,Bodega Rancho 2009 Que Syrah Vineyard Syrah (Sonoma Coast),Syrah,Bodega Rancho,33.501402,-117.6635811
59153,US,"Co-fermented with 3% Viognier, this tart and sharp-edged Washington Syrah sports bright berry fruit and just a hint of earth in the tannins. The acids are a little chalky, and there is a slight medicinal quality in the back of the mouth as the wine finishes.",Elerding Vineyard,84,30,Yakima Valley,Columbia Valley,Northwest Totem Cellars 2006 Elerding Vineyard Syrah (Yakima Valley),Syrah,Northwest Totem Cellars,47.706254,-122.1782373
59159,US,"Fruity, spicy and dry, with full-bodied flavors of blackberries, cherries, blueberries, mocha and crushed black pepper. Feels a bit hot and glyceriney-sweet from high alcohol.",,84,26,Dry Creek Valley,Sonoma,Mounts 2006 Syrah (Dry Creek Valley),Syrah,Mounts,38.6560516,-122.9460507
